Date,Open,High,Low,Close
17-NOV-21,35931.05078125,15921.5703125,17.110000610351562
18-NOV-21,35870.94921875,15993.7099609375,17.59000015258789
19-NOV-21,35601.98046875,16057.4404296875,17.90999984741211
22-NOV-21,35619.25,15854.759765625,19.170000076293945
23-NOV-21,35813.80078125,15775.1396484375,19.3799991607666
24-NOV-21,35804.37890625,15845.23046875,18.579999923706055
26-NOV-21,34899.33984375,15491.66015625,28.6200008392334
29-NOV-21,35135.94140625,15782.830078125,22.959999084472656
30-NOV-21,34483.71875,15537.6904296875,27.190000534057617
01-DEC-21,34022.0390625,15254.0498046875,31.1200008392334
02-DEC-21,34639.7890625,15381.3203125,27.950000762939453
03-DEC-21,34580.078125,15085.4697265625,30.670000076293945
06-DEC-21,35227.03125,15225.150390625,27.18000030517578
07-DEC-21,35719.4296875,15686.919921875,21.889999389648438
08-DEC-21,35754.75,15786.990234375,19.899999618530273
09-DEC-21,35754.69140625,15517.3701171875,21.579999923706055
10-DEC-21,35970.98828125,15630.599609375,18.690000534057617
13-DEC-21,35650.94921875,15413.2802734375,20.309999465942383
14-DEC-21,35544.1796875,15237.6396484375,21.889999389648438
15-DEC-21,35927.4296875,15565.580078125,19.290000915527344
16-DEC-21,35897.640625,15180.4296875,20.56999969482422
17-DEC-21,35365.44140625,15169.6796875,21.56999969482422
20-DEC-21,34932.16015625,14980.9404296875,22.8700008392334
21-DEC-21,35492.69921875,15341.08984375,21.010000228881836
22-DEC-21,35753.890625,15521.8896484375,18.6299991607666
23-DEC-21,35950.55859375,15653.3701171875,17.959999084472656
27-DEC-21,36302.37890625,15871.259765625,17.68000030517578
28-DEC-21,36398.2109375,15781.7197265625,17.540000915527344
29-DEC-21,36488.62890625,15766.2197265625,16.950000762939453
30-DEC-21,36398.078125,15741.5595703125,17.329999923706055
31-DEC-21,36338.30078125,15644.9697265625,17.219999313354492
03-JAN-22,36585.05859375,15832.7998046875,16.600000381469727
04-JAN-22,36799.6484375,15622.7197265625,16.90999984741211
05-JAN-22,36407.109375,15100.169921875,19.729999542236328
06-JAN-22,36236.46875,15080.8603515625,19.610000610351562
07-JAN-22,36231.66015625,14935.900390625,18.760000228881836
10-JAN-22,36068.87109375,14942.830078125,19.399999618530273
11-JAN-22,36252.01953125,15153.4501953125,18.40999984741211
12-JAN-22,36290.3203125,15188.3896484375,17.6200008392334
13-JAN-22,36113.62109375,14806.8095703125,20.309999465942383
14-JAN-22,35911.80859375,14893.75,19.190000534057617
18-JAN-22,35368.46875,14506.900390625,22.790000915527344
19-JAN-22,35028.6484375,14340.259765625,23.850000381469727
20-JAN-22,34715.390625,14154.01953125,25.59000015258789
21-JAN-22,34265.37109375,13768.919921875,28.850000381469727
24-JAN-22,34364.5,13855.1298828125,29.899999618530273
25-JAN-22,34297.73046875,13539.2900390625,31.15999984741211
26-JAN-22,34168.08984375,13542.1201171875,31.959999084472656
27-JAN-22,34160.78125,13352.7802734375,30.489999771118164
28-JAN-22,34725.46875,13770.5703125,27.65999984741211
31-JAN-22,35131.859375,14239.8798828125,24.829999923706055
01-FEB-22,35405.23828125,14346.0,21.959999084472656
02-FEB-22,35629.328125,14417.5498046875,22.09000015258789
03-FEB-22,35111.16015625,13878.8203125,24.350000381469727
04-FEB-22,35089.73828125,14098.009765625,23.219999313354492
07-FEB-22,35091.12890625,14015.669921875,22.860000610351562
08-FEB-22,35462.78125,14194.4501953125,21.440000534057617
09-FEB-22,35768.05859375,14490.3701171875,19.959999084472656
10-FEB-22,35241.58984375,14185.6396484375,23.90999984741211
11-FEB-22,34738.05859375,13791.150390625,27.360000610351562
14-FEB-22,34566.171875,13790.919921875,28.329999923706055
15-FEB-22,34988.83984375,14139.759765625,25.700000762939453
16-FEB-22,34934.26953125,14124.08984375,24.290000915527344
17-FEB-22,34312.03125,13716.7197265625,28.110000610351562
18-FEB-22,34079.1796875,13548.0703125,27.75
22-FEB-22,33596.609375,13381.51953125,28.809999465942383
23-FEB-22,33131.76171875,13037.490234375,31.020000457763672
24-FEB-22,33223.828125,13473.58984375,30.31999969482422
25-FEB-22,34058.75,13694.6201171875,27.59000015258789
28-FEB-22,33892.6015625,13751.400390625,30.149999618530273
01-MAR-22,33294.94921875,13532.4599609375,33.31999969482422
02-MAR-22,33891.3515625,13752.01953125,30.739999771118164
03-MAR-22,33794.66015625,13537.9404296875,30.479999542236328
04-MAR-22,33614.80078125,13313.4404296875,31.979999542236328
07-MAR-22,32817.37890625,12830.9599609375,36.45000076293945
08-MAR-22,32632.640625,12795.5498046875,35.130001068115234
09-MAR-22,33286.25,13255.5498046875,32.45000076293945
10-MAR-22,33174.0703125,13129.9599609375,30.229999542236328
11-MAR-22,32944.19140625,12843.8095703125,30.75
14-MAR-22,32945.23828125,12581.2197265625,31.770000457763672
15-MAR-22,33544.33984375,12948.6201171875,29.829999923706055
16-MAR-22,34063.1015625,13436.5498046875,26.670000076293945
17-MAR-22,34480.76171875,13614.7802734375,25.670000076293945
18-MAR-22,34754.9296875,13893.83984375,23.8700008392334
21-MAR-22,34552.98828125,13838.4599609375,23.530000686645508
22-MAR-22,34807.4609375,14108.8203125,22.940000534057617
23-MAR-22,34358.5,13922.599609375,23.56999969482422
24-MAR-22,34707.94140625,14191.83984375,21.670000076293945
25-MAR-22,34861.23828125,14169.2998046875,20.809999465942383
28-MAR-22,34955.890625,14354.900390625,19.6299991607666
29-MAR-22,35294.19140625,14619.6396484375,18.899999618530273
30-MAR-22,35228.80859375,14442.26953125,19.329999923706055
31-MAR-22,34678.3515625,14220.51953125,20.559999465942383
01-APR-22,34818.26953125,14261.5,19.6299991607666
04-APR-22,34921.87890625,14532.5498046875,18.56999969482422
05-APR-22,34641.1796875,14204.169921875,21.030000686645508
06-APR-22,34496.51171875,13888.8203125,22.100000381469727
07-APR-22,34583.5703125,13897.2998046875,21.549999237060547
08-APR-22,34721.12109375,13711.0,21.15999984741211
11-APR-22,34308.078125,13411.9599609375,24.3700008392334
12-APR-22,34220.359375,13371.5703125,24.260000228881836
13-APR-22,34564.58984375,13643.58984375,21.81999969482422
14-APR-22,34451.23046875,13351.080078125,22.700000762939453
18-APR-22,34411.69140625,13332.3603515625,22.170000076293945
19-APR-22,34911.19921875,13619.66015625,21.3700008392334
20-APR-22,35160.7890625,13453.0703125,20.31999969482422
21-APR-22,34792.76171875,13174.650390625,22.68000030517578
22-APR-22,33811.3984375,12839.2900390625,28.209999084472656
25-APR-22,34049.4609375,13004.849609375,27.020000457763672
26-APR-22,33240.1796875,12490.740234375,33.52000045776367
27-APR-22,33301.9296875,12488.9296875,31.600000381469727
28-APR-22,33916.390625,12871.5302734375,29.989999771118164
29-APR-22,32977.2109375,12334.6396484375,33.400001525878906
02-MAY-22,33061.5,12536.01953125,32.34000015258789
03-MAY-22,33128.7890625,12563.759765625,29.25
04-MAY-22,34061.05859375,12964.8603515625,25.420000076293945
05-MAY-22,32997.96875,12317.6904296875,31.200000762939453
06-MAY-22,32899.37109375,12144.66015625,30.190000534057617
09-MAY-22,32245.69921875,11623.25,34.75
10-MAY-22,32160.740234375,11737.669921875,32.9900016784668
11-MAY-22,31834.109375,11364.240234375,32.560001373291016
12-MAY-22,31730.30078125,11370.9599609375,31.770000457763672
13-MAY-22,32196.66015625,11805.0,28.8700008392334
16-MAY-22,32223.419921875,11662.7900390625,27.469999313354492
17-MAY-22,32654.58984375,11984.51953125,26.100000381469727
18-MAY-22,31490.0703125,11418.150390625,30.959999084472656
19-MAY-22,31253.130859375,11388.5,29.350000381469727
20-MAY-22,31261.900390625,11354.6201171875,29.43000030517578
23-MAY-22,31880.240234375,11535.26953125,28.479999542236328
24-MAY-22,31928.619140625,11264.4501953125,29.450000762939453
25-MAY-22,32120.279296875,11434.740234375,28.3700008392334
26-MAY-22,32637.189453125,11740.650390625,27.5
27-MAY-22,33212.9609375,12131.1298828125,25.719999313354492
31-MAY-22,32990.12109375,12081.3896484375,26.190000534057617
01-JUN-22,32813.23046875,11994.4599609375,25.690000534057617
02-JUN-22,33248.28125,12316.900390625,24.719999313354492
03-JUN-22,32899.69921875,12012.73046875,24.790000915527344
06-JUN-22,32915.78125,12061.3701171875,25.06999969482422
07-JUN-22,33180.140625,12175.23046875,24.020000457763672
08-JUN-22,32910.8984375,12086.26953125,23.959999084472656
09-JUN-22,32272.7890625,11754.23046875,26.09000015258789
10-JUN-22,31392.7890625,11340.01953125,27.75
13-JUN-22,30516.740234375,10809.23046875,34.02000045776367
14-JUN-22,30364.830078125,10828.349609375,32.689998626708984
15-JUN-22,30668.529296875,11099.150390625,29.6200008392334
16-JUN-22,29927.0703125,10646.099609375,32.95000076293945
17-JUN-22,29888.779296875,10798.349609375,31.1299991607666
21-JUN-22,30530.25,11069.2998046875,30.190000534057617
22-JUN-22,30483.130859375,11053.080078125,28.950000762939453
23-JUN-22,30677.359375,11232.1904296875,29.049999237060547
24-JUN-22,31500.6796875,11607.6201171875,27.229999542236328
27-JUN-22,31438.259765625,11524.5498046875,26.950000762939453
28-JUN-22,30946.990234375,11181.5400390625,28.360000610351562
29-JUN-22,31029.310546875,11177.8896484375,28.15999984741211
30-JUN-22,30775.4296875,11028.740234375,28.709999084472656
01-JUL-22,31097.259765625,11127.849609375,26.700000762939453
05-JUL-22,30967.8203125,11322.240234375,27.540000915527344
06-JUL-22,31037.6796875,11361.849609375,26.729999542236328
07-JUL-22,31384.55078125,11621.349609375,26.079999923706055
08-JUL-22,31338.150390625,11635.3095703125,24.639999389648438
11-JUL-22,31173.83984375,11372.599609375,26.170000076293945
12-JUL-22,30981.330078125,11264.73046875,27.290000915527344
13-JUL-22,30772.7890625,11247.580078125,26.81999969482422
14-JUL-22,30630.169921875,11251.1904296875,26.399999618530273
15-JUL-22,31288.259765625,11452.419921875,24.229999542236328
18-JUL-22,31072.609375,11360.0498046875,25.299999237060547
19-JUL-22,31827.05078125,11713.150390625,24.5
20-JUL-22,31874.83984375,11897.650390625,23.8799991607666
21-JUL-22,32036.900390625,12059.6103515625,23.110000610351562
22-JUL-22,31899.2890625,11834.1103515625,23.030000686645508
25-JUL-22,31990.0390625,11782.669921875,23.360000610351562
26-JUL-22,31761.5390625,11562.5703125,24.690000534057617
27-JUL-22,32197.58984375,12032.419921875,23.239999771118164
28-JUL-22,32529.630859375,12162.58984375,22.329999923706055
29-JUL-22,32845.12890625,12390.6904296875,21.329999923706055
01-AUG-22,32798.3984375,12368.98046875,22.84000015258789
02-AUG-22,32396.169921875,12348.759765625,23.93000030517578
03-AUG-22,32812.5,12668.16015625,21.950000762939453
04-AUG-22,32726.8203125,12720.580078125,21.440000534057617
05-AUG-22,32803.46875,12657.5498046875,21.149999618530273
08-AUG-22,32832.5390625,12644.4599609375,21.290000915527344
09-AUG-22,32774.41015625,12493.9296875,21.770000457763672
10-AUG-22,33309.51171875,12854.7998046875,19.739999771118164
11-AUG-22,33336.671875,12779.91015625,20.200000762939453
12-AUG-22,33761.05078125,13047.1904296875,19.530000686645508
15-AUG-22,33912.44140625,13128.0498046875,19.950000762939453
16-AUG-22,34152.01171875,13102.5498046875,19.690000534057617
17-AUG-22,33980.3203125,12938.1201171875,19.899999618530273
18-AUG-22,33999.0390625,12965.33984375,19.559999465942383
19-AUG-22,33706.73828125,12705.2197265625,20.600000381469727
22-AUG-22,33063.609375,12381.5703125,23.799999237060547
23-AUG-22,32909.58984375,12381.2998046875,24.110000610351562
24-AUG-22,32969.23046875,12431.5302734375,22.81999969482422
25-AUG-22,33291.78125,12639.26953125,21.780000686645508
26-AUG-22,32283.400390625,12141.7099609375,25.559999465942383
29-AUG-22,32098.990234375,12017.669921875,26.209999084472656
30-AUG-22,31790.869140625,11883.1396484375,26.209999084472656
31-AUG-22,31510.4296875,11816.2001953125,25.8700008392334
01-SEP-22,31656.419921875,11785.1298828125,25.559999465942383
02-SEP-22,31318.439453125,11630.8603515625,25.469999313354492
06-SEP-22,31145.30078125,11544.91015625,26.90999984741211
07-SEP-22,31581.279296875,11791.900390625,24.639999389648438
08-SEP-22,31774.51953125,11862.1298828125,23.610000610351562
09-SEP-22,32151.7109375,12112.3095703125,22.790000915527344
12-SEP-22,32381.33984375,12266.41015625,23.8700008392334
13-SEP-22,31104.970703125,11633.5703125,27.270000457763672
14-SEP-22,31135.08984375,11719.6796875,26.15999984741211
15-SEP-22,30961.8203125,11552.3603515625,26.270000457763672
16-SEP-22,30822.419921875,11448.400390625,26.299999237060547
19-SEP-22,31019.6796875,11535.01953125,25.760000228881836
20-SEP-22,30706.23046875,11425.0498046875,27.15999984741211
21-SEP-22,30183.779296875,11220.1904296875,27.989999771118164
22-SEP-22,30076.6796875,11066.8095703125,27.350000381469727
23-SEP-22,29590.41015625,10867.9296875,29.920000076293945
26-SEP-22,29260.810546875,10802.919921875,32.2599983215332
27-SEP-22,29134.990234375,10829.5,32.599998474121094
28-SEP-22,29683.740234375,11051.6396484375,30.18000030517578
29-SEP-22,29225.609375,10737.509765625,31.84000015258789
30-SEP-22,28725.509765625,10575.6201171875,31.6200008392334
03-OCT-22,29490.890625,10815.4296875,30.100000381469727
04-OCT-22,30316.3203125,11176.41015625,29.06999969482422
05-OCT-22,30273.869140625,11148.6396484375,28.549999237060547
06-OCT-22,29926.939453125,11073.3095703125,30.520000457763672
07-OCT-22,29296.7890625,10652.400390625,31.360000610351562
10-OCT-22,29202.880859375,10542.099609375,32.45000076293945
11-OCT-22,29239.189453125,10426.1904296875,33.630001068115234
12-OCT-22,29210.849609375,10417.099609375,33.56999969482422
13-OCT-22,30038.720703125,10649.150390625,31.940000534057617
14-OCT-22,29634.830078125,10321.3896484375,32.02000045776367
17-OCT-22,30185.8203125,10675.7998046875,31.3700008392334
18-OCT-22,30523.80078125,10772.400390625,30.5
19-OCT-22,30423.810546875,10680.509765625,30.760000228881836
20-OCT-22,30333.58984375,10614.83984375,29.979999542236328
21-OCT-22,31082.560546875,10859.7197265625,29.690000534057617
24-OCT-22,31499.619140625,10952.6103515625,29.850000381469727
25-OCT-22,31836.740234375,11199.1201171875,28.459999084472656
26-OCT-22,31839.109375,10970.990234375,27.280000686645508
27-OCT-22,32033.279296875,10792.669921875,27.389999389648438
28-OCT-22,32861.80078125,11102.4501953125,25.75
31-OCT-22,32732.94921875,10988.150390625,25.8799991607666
01-NOV-22,32653.19921875,10890.849609375,25.809999465942383
02-NOV-22,32147.759765625,10524.7998046875,25.860000610351562
03-NOV-22,32001.25,10342.9404296875,25.299999237060547
04-NOV-22,32403.220703125,10475.25,24.549999237060547
07-NOV-22,32827.0,10564.51953125,24.350000381469727
08-NOV-22,33160.828125,10616.2001953125,25.540000915527344
09-NOV-22,32513.939453125,10353.169921875,26.09000015258789
10-NOV-22,33715.37109375,11114.150390625,23.530000686645508
11-NOV-22,33747.859375,11323.330078125,22.520000457763672
14-NOV-22,33536.69921875,11196.2197265625,23.729999542236328
15-NOV-22,33592.921875,11358.41015625,24.540000915527344
16-NOV-22,33553.828125,11183.66015625,24.110000610351562
17-NOV-22,33546.3203125,11144.9599609375,23.93000030517578
18-NOV-22,33745.69140625,11146.0595703125,23.1200008392334
21-NOV-22,33700.28125,11024.509765625,22.360000610351562
22-NOV-22,34098.1015625,11174.41015625,21.290000915527344
23-NOV-22,34194.05859375,11285.3203125,20.350000381469727
25-NOV-22,34347.03125,11226.3603515625,20.5
28-NOV-22,33849.4609375,11049.5,22.209999084472656
29-NOV-22,33852.53125,10983.7802734375,21.889999389648438
30-NOV-22,34589.76953125,11468.0,20.579999923706055
01-DEC-22,34395.01171875,11482.4501953125,19.84000015258789
02-DEC-22,34429.87890625,11461.5,19.059999465942383
05-DEC-22,33947.1015625,11239.9404296875,20.75
06-DEC-22,33596.33984375,11014.8896484375,22.170000076293945
07-DEC-22,33597.921875,10958.5498046875,22.68000030517578
08-DEC-22,33781.48046875,11082.0,22.290000915527344
09-DEC-22,33476.4609375,11004.6201171875,22.829999923706055
12-DEC-22,34005.0390625,11143.740234375,25.0
13-DEC-22,34108.640625,11256.8095703125,22.549999237060547
14-DEC-22,33966.3515625,11170.8896484375,21.139999389648438
15-DEC-22,33202.21875,10810.5302734375,22.829999923706055
16-DEC-22,32920.4609375,10705.41015625,22.6200008392334
19-DEC-22,32757.5390625,10546.0302734375,22.420000076293945
20-DEC-22,32849.73828125,10547.1103515625,21.479999542236328
21-DEC-22,33376.48046875,10709.3701171875,20.06999969482422
22-DEC-22,33027.48828125,10476.1201171875,21.969999313354492
23-DEC-22,33203.9296875,10497.8603515625,20.8700008392334
27-DEC-22,33241.55859375,10353.23046875,21.649999618530273
28-DEC-22,32875.7109375,10213.2900390625,22.139999389648438
29-DEC-22,33220.80078125,10478.08984375,21.440000534057617
30-DEC-22,33147.25,10466.48046875,21.670000076293945
03-JAN-23,33136.37109375,10386.98046875,22.899999618530273
04-JAN-23,33269.76953125,10458.759765625,22.010000228881836
05-JAN-23,32930.078125,10305.240234375,22.459999084472656
06-JAN-23,33630.609375,10569.2900390625,21.1299991607666
09-JAN-23,33517.6484375,10635.650390625,21.969999313354492
10-JAN-23,33704.1015625,10742.6298828125,20.579999923706055
11-JAN-23,33973.01171875,10931.669921875,21.09000015258789
12-JAN-23,34189.96875,11001.099609375,18.829999923706055
13-JAN-23,34302.609375,11079.16015625,18.350000381469727
17-JAN-23,33910.8515625,11095.1103515625,19.360000610351562
18-JAN-23,33296.9609375,10957.009765625,20.34000015258789
19-JAN-23,33044.55859375,10852.26953125,20.520000457763672
20-JAN-23,33375.48828125,11140.4296875,19.850000381469727
23-JAN-23,33629.55859375,11364.41015625,19.809999465942383
24-JAN-23,33733.9609375,11334.26953125,19.200000762939453
25-JAN-23,33743.83984375,11313.3603515625,19.079999923706055
26-JAN-23,33949.41015625,11512.41015625,18.729999542236328
27-JAN-23,33978.078125,11621.7099609375,18.510000228881836
30-JAN-23,33717.08984375,11393.8095703125,19.940000534057617
31-JAN-23,34086.0390625,11584.5498046875,19.399999618530273
01-FEB-23,34092.9609375,11816.3203125,17.8700008392334
02-FEB-23,34053.94140625,12200.8203125,18.729999542236328
03-FEB-23,33926.01171875,12006.9501953125,18.329999923706055
06-FEB-23,33891.01953125,11887.4501953125,19.43000030517578
07-FEB-23,34156.69140625,12113.7900390625,18.65999984741211
08-FEB-23,33949.01171875,11910.51953125,19.6299991607666
09-FEB-23,33699.87890625,11789.580078125,20.709999084472656
10-FEB-23,33869.26953125,11718.1201171875,20.530000686645508
13-FEB-23,34245.9296875,11891.7900390625,20.34000015258789
14-FEB-23,34089.26953125,11960.150390625,18.90999984741211
15-FEB-23,34128.05078125,12070.58984375,18.229999542236328
16-FEB-23,33696.8515625,11855.830078125,20.170000076293945
17-FEB-23,33826.69140625,11787.26953125,20.020000457763672
21-FEB-23,33129.58984375,11492.2998046875,22.8700008392334
22-FEB-23,33045.08984375,11507.0703125,22.290000915527344
23-FEB-23,33153.91015625,11590.400390625,21.139999389648438
24-FEB-23,32816.921875,11394.9404296875,21.670000076293945
27-FEB-23,32889.08984375,11466.98046875,20.950000762939453
28-FEB-23,32656.69921875,11455.5400390625,20.700000762939453
01-MAR-23,32661.83984375,11379.48046875,20.579999923706055
